Localización;Edad;Sexo;Causa De Muerte O Lesión;Porcentaje Del Total Muertes 2017;Variación Porcentual Anual Muertes 2010-2017
Brasil;30 a 40 años;Hombres;Acute glomerulonephritis;0,09077;0,07208
Brasil;30 a 40 años;Hombres;Chronic kidney disease;0,08639;0,15021
Brasil;30 a 40 años;Hombres;Urinary diseases and male infertility;0,14094;-0,15018
Brasil;30 a 40 años;Hombres;Gynecological diseases;0,08756;0,19453
Brasil;30 a 40 años;Hombres;Hemoglobinopathies and hemolytic anemias;0,0852;0,05315
Brasil;30 a 40 años;Hombres;Endocrine, metabolic, blood, and immune disorders;0,05121;0,02311
Brasil;30 a 40 años;Hombres;Rheumatoid arthritis;0,00952;-0,1368
Brasil;30 a 40 años;Hombres;Osteoarthritis;0,02497;0,08658
Brasil;30 a 40 años;Hombres;Low back pain;0,01013;-0,01251
Brasil;30 a 40 años;Hombres;Neck pain;0,07221;0,13769
Brasil;30 a 40 años;Hombres;Gout;0,01394;0,0657
Brasil;30 a 40 años;Hombres;Other musculoskeletal disorders;0,06375;-0,03695
Brasil;30 a 40 años;Hombres;Congenital birth defects;0,04224;-0,11647
Brasil;30 a 40 años;Hombres;Dermatitis;0,03332;-0,00489
Brasil;30 a 40 años;Hombres;Psoriasis;0,0842;-0,13728
Brasil;30 a 40 años;Hombres;Scabies;0,03682;0,11716
Brasil;30 a 40 años;Hombres;Fungal skin diseases;0,02324;0,08967
Brasil;30 a 40 años;Hombres;Viral skin diseases;0,05222;-0,09027
Brasil;30 a 40 años;Hombres;Acne vulgaris;0,10456;0,04698
Brasil;30 a 40 años;Hombres;Alopecia areata;0,06404;-0,06471
Brasil;30 a 40 años;Hombres;Pruritus;0,14612;-0,05266
Brasil;30 a 40 años;Hombres;Urticaria;0,05274;-0,01463
Brasil;30 a 40 años;Hombres;Decubitus ulcer;0,13631;0,05552
Brasil;30 a 40 años;Hombres;Other skin and subcutaneous diseases;0,02973;0,1646
Brasil;30 a 40 años;Hombres;Age-related and other hearing loss;0,08213;-0,11973
Brasil;30 a 40 años;Hombres;Other sense organ diseases;0,10776;0,1571
Brasil;30 a 40 años;Hombres;Oral disorders;0,02361;0,16096
Brasil;30 a 40 años;Hombres;Sudden infant death syndrome;0,10379;0,10128
Brasil;30 a 40 años;Hombres;Road injuries;0,0267;0,13915
Brasil;30 a 40 años;Hombres;Other transport injuries;0,06415;0,02857
Brasil;30 a 40 años;Hombres;Falls;0,00711;-0,07508
Brasil;30 a 40 años;Hombres;Drowning;0,10476;0,09979
Brasil;30 a 40 años;Hombres;Fire, heat, and hot substances;0,14529;0,16068
Brasil;30 a 40 años;Hombres;Poisonings;0,12005;0,02553
Brasil;30 a 40 años;Hombres;Exposure to mechanical forces;0,02508;-0,06352
Brasil;30 a 40 años;Hombres;Adverse effects of medical treatment;0,14216;0,08045
Brasil;30 a 40 años;Hombres;Animal contact;0,07802;-0,09893
Brasil;30 a 40 años;Hombres;Foreign body;0,064;-0,15941
Brasil;30 a 40 años;Hombres;Other unintentional injuries;0,14706;0,08261
Brasil;30 a 40 años;Hombres;Self-harm;0,00304;0,1923
Brasil;30 a 40 años;Hombres;Interpersonal violence;0,03528;-0,1443
Brasil;30 a 40 años;Hombres;Exposure to forces of nature;0,01118;-0,16227
Brasil;30 a 40 años;Hombres;Environmental heat and cold exposure;0,0317;0,00443
Brasil;30 a 40 años;Hombres;Ebola;0,03996;-0,0762
Brasil;30 a 40 años;Hombres;Executions and police conflict;0,01374;0,00273
Brasil;30 a 40 años;Hombres;Zika virus;0,15222;0,17705
Brasil;30 a 40 años;Hombres;Guinea worm disease;0,04895;0,0459
Brasil;30 a 40 años;Hombres;Conflict and terrorism;0,10555;-0,13437
Brasil;30 a 40 años;Hombres;Typhoid and paratyphoid;0,14376;0,19706
Brasil;30 a 40 años;Hombres;Invasive Non-typhoidal Salmonella (iNTS);0,03105;-0,00623
Brasil;30 a 40 años;Hombres;Headache disorders;0,12518;-0,16969
Brasil;30 a 40 años;Hombres;Bacterial skin diseases;0,02568;-0,1578
Brasil;30 a 40 años;Hombres;Blindness and vision impairment;0,10952;0,18877
Brasil;30 a 40 años;Hombres;Upper digestive system diseases;0,09913;-0,12049
Brasil;40 a 50 años;Mujeres;Tuberculosis;0,00844;0,15755
Brasil;40 a 50 años;Mujeres;HIV/AIDS;0,11728;-0,16139
Brasil;40 a 50 años;Mujeres;Diarrheal diseases;0,11052;0,10959
Brasil;40 a 50 años;Mujeres;Other intestinal infectious diseases;0,04939;-0,15801
Brasil;40 a 50 años;Mujeres;Lower respiratory infections;0,05362;0,0808
Brasil;40 a 50 años;Mujeres;Upper respiratory infections;0,13159;0,16353
Brasil;40 a 50 años;Mujeres;Otitis media;0,10433;-0,03001
Brasil;40 a 50 años;Mujeres;Meningitis;0,08471;-0,04691
Brasil;40 a 50 años;Mujeres;Encephalitis;0,05015;-0,13334
Brasil;40 a 50 años;Mujeres;Diphtheria;0,12975;0,15116
Brasil;40 a 50 años;Mujeres;Whooping cough;0,05423;-0,09128
Brasil;40 a 50 años;Mujeres;Tetanus;0,05222;0,07819
Brasil;40 a 50 años;Mujeres;Measles;0,13871;-0,03193
Brasil;40 a 50 años;Mujeres;Varicella and herpes zoster;0,15286;-0,10667
Brasil;40 a 50 años;Mujeres;Malaria;0,03157;-0,07157
Brasil;40 a 50 años;Mujeres;Chagas disease;0,10758;0,15128
Brasil;40 a 50 años;Mujeres;Leishmaniasis;0,02815;0,03367
Brasil;40 a 50 años;Mujeres;African trypanosomiasis;0,1517;0,15615
Brasil;40 a 50 años;Mujeres;Schistosomiasis;0,09199;0,15344
Brasil;40 a 50 años;Mujeres;Cysticercosis;0,11606;-0,14339
Brasil;40 a 50 años;Mujeres;Cystic echinococcosis;0,15723;-0,08503
Brasil;40 a 50 años;Mujeres;Lymphatic filariasis;0,05474;0,03985
Brasil;40 a 50 años;Mujeres;Onchocerciasis;0,1273;0,13963
Brasil;40 a 50 años;Mujeres;Trachoma;0,12464;0,02828
Brasil;40 a 50 años;Mujeres;Dengue;0,0453;0,12806
Brasil;40 a 50 años;Mujeres;Yellow fever;0,05525;-0,1233
Brasil;40 a 50 años;Mujeres;Rabies;0,11515;0,12361
Brasil;40 a 50 años;Mujeres;Intestinal nematode infections;0,14983;-0,12625
Brasil;40 a 50 años;Mujeres;Food-borne trematodiases;0,06541;-0,01285
Brasil;40 a 50 años;Mujeres;Other neglected tropical diseases;0,14752;-0,12019
Brasil;40 a 50 años;Mujeres;Maternal disorders;0,11477;-0,16505
Brasil;40 a 50 años;Mujeres;Neonatal disorders;0,08331;0,01069
Brasil;40 a 50 años;Mujeres;Protein-energy malnutrition;0,03391;0,18554
Brasil;40 a 50 años;Mujeres;Iodine deficiency;0,12592;-0,02219
Brasil;40 a 50 años;Mujeres;Vitamin A deficiency;0,10819;0,06921
Brasil;40 a 50 años;Mujeres;Dietary iron deficiency;0,06071;0,1967
Brasil;40 a 50 años;Mujeres;Other nutritional deficiencies;0,15482;-0,08305
Brasil;40 a 50 años;Mujeres;Sexually transmitted infections excluding HIV;0,06992;-0,09399
Brasil;40 a 50 años;Mujeres;Acute hepatitis;0,03064;-0,15659
Brasil;40 a 50 años;Mujeres;Leprosy;0,03744;0,0864
Brasil;40 a 50 años;Mujeres;Other unspecified infectious diseases;0,03647;-0,06236
Brasil;40 a 50 años;Mujeres;Esophageal cancer;0,04994;-0,05621
Brasil;40 a 50 años;Mujeres;Stomach cancer;0,11767;0,03388
Brasil;40 a 50 años;Mujeres;Liver cancer;0,01776;-0,10913
Brasil;40 a 50 años;Mujeres;Larynx cancer;0,09401;0,05812
Brasil;40 a 50 años;Mujeres;Tracheal, bronchus, and lung cancer;0,06846;-0,15631
Brasil;40 a 50 años;Mujeres;Breast cancer;0,15488;-0,13919
Brasil;40 a 50 años;Mujeres;Cervical cancer;0,05715;-0,04328
Brasil;40 a 50 años;Mujeres;Uterine cancer;0,05247;-0,05317
Brasil;40 a 50 años;Mujeres;Prostate cancer;0,12758;0,16071
Brasil;40 a 50 años;Mujeres;Colon and rectum cancer;0,1218;-0,1087
Brasil;40 a 50 años;Mujeres;Lip and oral cavity cancer;0,06202;0,1256
Brasil;40 a 50 años;Mujeres;Nasopharynx cancer;0,04796;-0,13097
Brasil;40 a 50 años;Mujeres;Other pharynx cancer;0,14858;0,00611
Brasil;40 a 50 años;Mujeres;Gallbladder and biliary tract cancer;0,07752;-0,17289
Brasil;40 a 50 años;Mujeres;Pancreatic cancer;0,01494;0,02988
Brasil;40 a 50 años;Mujeres;Malignant skin melanoma;0,07314;-0,16876
Brasil;40 a 50 años;Mujeres;Non-melanoma skin cancer;0,02658;-0,11694
Brasil;40 a 50 años;Mujeres;Ovarian cancer;0,03214;0,09056
Brasil;40 a 50 años;Mujeres;Testicular cancer;0,04485;-0,07016
Brasil;40 a 50 años;Mujeres;Kidney cancer;0,04768;0,09585
Brasil;40 a 50 años;Mujeres;Bladder cancer;0,12191;-0,04959
Brasil;40 a 50 años;Mujeres;Brain and nervous system cancer;0,09029;0,16701
Brasil;40 a 50 años;Mujeres;Thyroid cancer;0,03885;0,1855
Brasil;40 a 50 años;Mujeres;Mesothelioma;0,11166;0,02709
Brasil;40 a 50 años;Mujeres;Hodgkin lymphoma;0,15457;-0,14939
Brasil;40 a 50 años;Mujeres;Non-Hodgkin lymphoma;0,09328;0,09172
Brasil;40 a 50 años;Mujeres;Multiple myeloma;0,08609;-0,1568
Brasil;40 a 50 años;Mujeres;Leukemia;0,06312;-0,16354
Brasil;40 a 50 años;Mujeres;Other malignant neoplasms;0,13047;-0,04192
Brasil;40 a 50 años;Mujeres;Other neoplasms;0,08779;0,01732
Brasil;40 a 50 años;Mujeres;Rheumatic heart disease;0,02775;0,06453
Brasil;40 a 50 años;Mujeres;Ischemic heart disease;0,0856;0,1348
Brasil;40 a 50 años;Mujeres;Stroke;0,05437;-0,03758
Brasil;40 a 50 años;Mujeres;Hypertensive heart disease;0,10333;-0,10082
Brasil;40 a 50 años;Mujeres;Cardiomyopathy and myocarditis;0,10436;-0,04923
Brasil;40 a 50 años;Mujeres;Atrial fibrillation and flutter;0,14624;0,08183
Brasil;40 a 50 años;Mujeres;Aortic aneurysm;0,14747;-0,01109
Brasil;40 a 50 años;Mujeres;Peripheral artery disease;0,11787;0,11935
Brasil;40 a 50 años;Mujeres;Endocarditis;0,13167;-0,02488
Brasil;40 a 50 años;Mujeres;Non-rheumatic valvular heart disease;0,08656;-0,10754
Brasil;40 a 50 años;Mujeres;Other cardiovascular and circulatory diseases;0,05286;-0,07285
Brasil;40 a 50 años;Mujeres;Chronic obstructive pulmonary disease;0,11776;-0,00085
Brasil;40 a 50 años;Mujeres;Pneumoconiosis;0,1426;0,06994
Brasil;40 a 50 años;Mujeres;Asthma;0,06329;-0,1367
Brasil;40 a 50 años;Mujeres;Interstitial lung disease and pulmonary sarcoidosis;0,01065;-0,15217
Brasil;40 a 50 años;Mujeres;Other chronic respiratory diseases;0,05751;0,1045
Brasil;40 a 50 años;Mujeres;Cirrhosis and other chronic liver diseases;0,05001;-0,04205
Brasil;40 a 50 años;Mujeres;Appendicitis;0,1589;0,14268
Brasil;40 a 50 años;Mujeres;Paralytic ileus and intestinal obstruction;0,0626;0,10735
Brasil;40 a 50 años;Mujeres;Inguinal, femoral, and abdominal hernia;0,0878;-0,16359
Brasil;40 a 50 años;Mujeres;Inflammatory bowel disease;0,0178;0,09659
Brasil;40 a 50 años;Mujeres;Vascular intestinal disorders;0,12007;-0,16403
Brasil;40 a 50 años;Mujeres;Gallbladder and biliary diseases;0,07116;0,1473
Brasil;40 a 50 años;Mujeres;Pancreatitis;0,01023;-0,1532
Brasil;40 a 50 años;Mujeres;Other digestive diseases;0,02943;0,08392
Brasil;40 a 50 años;Mujeres;Alzheimer's disease and other dementias;0,03504;0,18713
Brasil;40 a 50 años;Mujeres;Parkinson's disease;0,01451;-0,1344
Brasil;40 a 50 años;Mujeres;Epilepsy;0,00538;-0,05685
Brasil;40 a 50 años;Mujeres;Multiple sclerosis;0,14788;-0,09811
Brasil;40 a 50 años;Mujeres;Motor neuron disease;0,08421;-0,17282
Brasil;40 a 50 años;Mujeres;Other neurological disorders;0,02454;-0,05206
Brasil;40 a 50 años;Mujeres;Schizophrenia;0,07753;-0,04795
Brasil;40 a 50 años;Mujeres;Alcohol use disorders;0,1118;-0,00854
Brasil;40 a 50 años;Mujeres;Drug use disorders;0,08828;0,1604
Brasil;40 a 50 años;Mujeres;Depressive disorders;0,10974;0,17046
Brasil;40 a 50 años;Mujeres;Bipolar disorder;0,09834;0,15489
Brasil;40 a 50 años;Mujeres;Anxiety disorders;0,02394;-0,03082
Brasil;40 a 50 años;Mujeres;Eating disorders;0,05286;-0,0973
Brasil;40 a 50 años;Mujeres;Autism spectrum disorders;0,09625;0,11309
Brasil;40 a 50 años;Mujeres;Attention-deficit/hyperactivity disorder;0,15004;-0,10959
Brasil;40 a 50 años;Mujeres;Conduct disorder;0,06648;0,04998
Brasil;40 a 50 años;Mujeres;Idiopathic developmental intellectual disability;0,02549;-0,14469
Brasil;40 a 50 años;Mujeres;Other mental disorders;0,06588;0,15567
Brasil;40 a 50 años;Mujeres;Diabetes mellitus;0,15645;-0,1576
Brasil;40 a 50 años;Mujeres;Acute glomerulonephritis;0,02082;0,08227
Brasil;40 a 50 años;Mujeres;Chronic kidney disease;0,1015;-0,04858
Brasil;40 a 50 años;Mujeres;Urinary diseases and male infertility;0,02494;0,14283
Brasil;40 a 50 años;Mujeres;Gynecological diseases;0,13979;-0,15711
Brasil;40 a 50 años;Mujeres;Hemoglobinopathies and hemolytic anemias;0,15092;0,09898
Brasil;40 a 50 años;Mujeres;Endocrine, metabolic, blood, and immune disorders;0,02313;-0,07356
Brasil;40 a 50 años;Mujeres;Rheumatoid arthritis;0,06405;-0,07141
Brasil;40 a 50 años;Mujeres;Osteoarthritis;0,03862;-0,02986
Brasil;40 a 50 años;Mujeres;Low back pain;0,00012;-0,16159
Brasil;40 a 50 años;Mujeres;Neck pain;0,11139;0,00688
Brasil;40 a 50 años;Mujeres;Gout;0,12049;0,05728
Brasil;40 a 50 años;Mujeres;Other musculoskeletal disorders;0,14772;-0,14989
Brasil;40 a 50 años;Mujeres;Congenital birth defects;0,02194;0,0063
Brasil;40 a 50 años;Mujeres;Dermatitis;0,03072;0,19562
Brasil;40 a 50 años;Mujeres;Psoriasis;0,10611;0,12691
Brasil;40 a 50 años;Mujeres;Scabies;0,13837;-0,16759
Brasil;40 a 50 años;Mujeres;Fungal skin diseases;0,00958;-0,13224
Brasil;40 a 50 años;Mujeres;Viral skin diseases;0,02246;-0,07448
Brasil;40 a 50 años;Mujeres;Acne vulgaris;0,05917;0,12796
Brasil;40 a 50 años;Mujeres;Alopecia areata;0,152;0,18298
Brasil;40 a 50 años;Mujeres;Pruritus;0,1319;0,17137
Brasil;40 a 50 años;Mujeres;Urticaria;0,00488;0,03002
Brasil;40 a 50 años;Mujeres;Decubitus ulcer;0,02499;0,04411
Brasil;40 a 50 años;Mujeres;Other skin and subcutaneous diseases;0,03477;-0,04605
Brasil;40 a 50 años;Mujeres;Age-related and other hearing loss;0,02382;0,1935
Brasil;40 a 50 años;Mujeres;Other sense organ diseases;0,12089;0,13452
Brasil;40 a 50 años;Mujeres;Oral disorders;0,12088;0,16572
Brasil;40 a 50 años;Mujeres;Sudden infant death syndrome;0,1262;-0,03476
Brasil;40 a 50 años;Mujeres;Road injuries;0,10243;0,0976
Brasil;40 a 50 años;Mujeres;Other transport injuries;0,00214;0,16073
Brasil;40 a 50 años;Mujeres;Falls;0,02409;0,08956
Brasil;40 a 50 años;Mujeres;Drowning;0,12569;0,04565
Brasil;40 a 50 años;Mujeres;Fire, heat, and hot substances;0,09628;0,11072
Brasil;40 a 50 años;Mujeres;Poisonings;0,01259;0,06324
Brasil;40 a 50 años;Mujeres;Exposure to mechanical forces;0,07842;0,18404
Brasil;40 a 50 años;Mujeres;Adverse effects of medical treatment;0,063;0,00203
Brasil;40 a 50 años;Mujeres;Animal contact;0,11865;-0,00229
Brasil;40 a 50 años;Mujeres;Foreign body;0,0986;-0,06983
Brasil;40 a 50 años;Mujeres;Other unintentional injuries;0,07722;-0,1109
Brasil;40 a 50 años;Mujeres;Self-harm;0,15954;0,1321
Brasil;40 a 50 años;Mujeres;Interpersonal violence;0,1444;-0,14799
Brasil;40 a 50 años;Mujeres;Exposure to forces of nature;0,03029;0,03822
Brasil;40 a 50 años;Mujeres;Environmental heat and cold exposure;0,02895;-0,06218
Brasil;40 a 50 años;Mujeres;Ebola;0,15227;-0,1228
Brasil;40 a 50 años;Mujeres;Executions and police conflict;0,14893;0,15672
Brasil;40 a 50 años;Mujeres;Zika virus;0,14136;0,01353
Brasil;40 a 50 años;Mujeres;Guinea worm disease;0,05094;0,1838
Brasil;40 a 50 años;Mujeres;Conflict and terrorism;0,04562;0,08712
Brasil;40 a 50 años;Mujeres;Typhoid and paratyphoid;0,10922;-0,11963
Brasil;40 a 50 años;Mujeres;Invasive Non-typhoidal Salmonella (iNTS);0,11609;-0,144
Brasil;40 a 50 años;Mujeres;Headache disorders;0,10112;0,04539
Brasil;40 a 50 años;Mujeres;Bacterial skin diseases;0,1045;0,19428
Brasil;40 a 50 años;Mujeres;Blindness and vision impairment;0,03932;0,02763
Brasil;40 a 50 años;Mujeres;Upper digestive system diseases;0,15614;-0,14403
Brasil;40 a 50 años;Hombres;Tuberculosis;0,01153;-0,17226
Brasil;40 a 50 años;Hombres;HIV/AIDS;0,06147;0,19421
Brasil;40 a 50 años;Hombres;Diarrheal diseases;0,07106;0,00229
Brasil;40 a 50 años;Hombres;Other intestinal infectious diseases;0,13278;0,05746
Brasil;40 a 50 años;Hombres;Lower respiratory infections;0,09609;-0,1638
Brasil;40 a 50 años;Hombres;Upper respiratory infections;0,02721;-0,06876
Brasil;40 a 50 años;Hombres;Otitis media;0,06115;-0,13351
Brasil;40 a 50 años;Hombres;Meningitis;0,04885;0,06741
Brasil;40 a 50 años;Hombres;Encephalitis;0,10353;-0,07258
Brasil;40 a 50 años;Hombres;Diphtheria;0,09951;0,08837
Brasil;40 a 50 años;Hombres;Whooping cough;0,07778;-0,13932
Brasil;40 a 50 años;Hombres;Tetanus;0,0243;0,02621
Brasil;40 a 50 años;Hombres;Measles;0,15758;0,00086
Brasil;40 a 50 años;Hombres;Varicella and herpes zoster;0,05587;-0,03736
Brasil;40 a 50 años;Hombres;Malaria;0,12452;0,08938
Brasil;40 a 50 años;Hombres;Chagas disease;0,0939;0,04128
Brasil;40 a 50 años;Hombres;Leishmaniasis;0,06049;-0,13966
Brasil;40 a 50 años;Hombres;African trypanosomiasis;0,08798;0,17522
Brasil;40 a 50 años;Hombres;Schistosomiasis;0,13222;-0,12092
Brasil;40 a 50 años;Hombres;Cysticercosis;0,07724;-0,10078
Brasil;40 a 50 años;Hombres;Cystic echinococcosis;0,09088;0,07202
Brasil;40 a 50 años;Hombres;Lymphatic filariasis;0,09304;-0,11507
Brasil;40 a 50 años;Hombres;Onchocerciasis;0,02781;-0,09057
Brasil;40 a 50 años;Hombres;Trachoma;0,10086;-0,12019
Brasil;40 a 50 años;Hombres;Dengue;0,0915;0,05998
Brasil;40 a 50 años;Hombres;Yellow fever;0,01183;-0,04665
Brasil;40 a 50 años;Hombres;Rabies;0,13329;0,11043
Brasil;40 a 50 años;Hombres;Intestinal nematode infections;0,00339;0,0813
Brasil;40 a 50 años;Hombres;Food-borne trematodiases;0,01007;0,0311
Brasil;40 a 50 años;Hombres;Other neglected tropical diseases;0,08358;-0,18089
Brasil;40 a 50 años;Hombres;Maternal disorders;0,02326;0,09497
Brasil;40 a 50 años;Hombres;Neonatal disorders;0,00917;-0,11845
Brasil;40 a 50 años;Hombres;Protein-energy malnutrition;0,10737;-0,14691
Brasil;40 a 50 años;Hombres;Iodine deficiency;0,12546;0,12509
Brasil;40 a 50 años;Hombres;Vitamin A deficiency;0,01789;0,15099
Brasil;40 a 50 años;Hombres;Dietary iron deficiency;0,0327;-0,00091
Brasil;40 a 50 años;Hombres;Other nutritional deficiencies;0,09939;0,00311
Brasil;40 a 50 años;Hombres;Sexually transmitted infections excluding HIV;0,15077;0,00345
Brasil;40 a 50 años;Hombres;Acute hepatitis;0,14763;0,01293
Brasil;40 a 50 años;Hombres;Leprosy;0,11576;-0,08788
Brasil;40 a 50 años;Hombres;Other unspecified infectious diseases;0,08868;0,0361
Brasil;40 a 50 años;Hombres;Esophageal cancer;0,04834;-0,04774
Brasil;40 a 50 años;Hombres;Stomach cancer;0,03444;0,06451
Brasil;40 a 50 años;Hombres;Liver cancer;0,04025;-0,04096
Brasil;40 a 50 años;Hombres;Larynx cancer;0,12243;0,19318
Brasil;40 a 50 años;Hombres;Tracheal, bronchus, and lung cancer;0,00302;-0,02363
Brasil;40 a 50 años;Hombres;Breast cancer;0,00163;-0,05548
Brasil;40 a 50 años;Hombres;Cervical cancer;0,11634;0,08511
Brasil;40 a 50 años;Hombres;Uterine cancer;0,13594;-0,12143
Brasil;40 a 50 años;Hombres;Prostate cancer;0,03714;0,03708
Brasil;40 a 50 años;Hombres;Colon and rectum cancer;0,04128;-0,00064
Brasil;40 a 50 años;Hombres;Lip and oral cavity cancer;0,06008;0,0347
Brasil;40 a 50 años;Hombres;Nasopharynx cancer;0,01479;-0,10792
Brasil;40 a 50 años;Hombres;Other pharynx cancer;0,09487;-0,18048
Brasil;40 a 50 años;Hombres;Gallbladder and biliary tract cancer;0,02381;0,04904
Brasil;40 a 50 años;Hombres;Pancreatic cancer;0,05446;-0,0195
Brasil;40 a 50 años;Hombres;Malignant skin melanoma;0,12837;0,03758
Brasil;40 a 50 años;Hombres;Non-melanoma skin cancer;0,02092;-0,1403
Brasil;40 a 50 años;Hombres;Ovarian cancer;0,11078;-0,11865
Brasil;40 a 50 años;Hombres;Testicular cancer;0,01568;-0,14582
Brasil;40 a 50 años;Hombres;Kidney cancer;0,04068;-0,13947
Brasil;40 a 50 años;Hombres;Bladder cancer;0,0888;0,16543
Brasil;40 a 50 años;Hombres;Brain and nervous system cancer;0,04983;-0,089
Brasil;40 a 50 años;Hombres;Thyroid cancer;0,06173;-0,09269
Brasil;40 a 50 años;Hombres;Mesothelioma;0,0906;-0,05844
Brasil;40 a 50 años;Hombres;Hodgkin lymphoma;0,05306;-0,01132
Brasil;40 a 50 años;Hombres;Non-Hodgkin lymphoma;0,02531;0,0531
Brasil;40 a 50 años;Hombres;Multiple myeloma;0,12312;0,13385
Brasil;40 a 50 años;Hombres;Leukemia;0,12081;0,17134
Brasil;40 a 50 años;Hombres;Other malignant neoplasms;0,09979;-0,07157
Brasil;40 a 50 años;Hombres;Other neoplasms;0,0689;0,18074
Brasil;40 a 50 años;Hombres;Rheumatic heart disease;0,13367;0,11336
Brasil;40 a 50 años;Hombres;Ischemic heart disease;0,00547;0,04866
Brasil;40 a 50 años;Hombres;Stroke;0,0098;-0,10772
Brasil;40 a 50 años;Hombres;Hypertensive heart disease;0,04716;0,01463
Brasil;40 a 50 años;Hombres;Cardiomyopathy and myocarditis;0,12271;0,04689
Brasil;40 a 50 años;Hombres;Atrial fibrillation and flutter;0,13576;-0,11709
Brasil;40 a 50 años;Hombres;Aortic aneurysm;0,03096;0,11598
Brasil;40 a 50 años;Hombres;Peripheral artery disease;0,05378;0,06523
Brasil;40 a 50 años;Hombres;Endocarditis;0,12959;0,10268
Brasil;40 a 50 años;Hombres;Non-rheumatic valvular heart disease;0,03857;-0,05113
Brasil;40 a 50 años;Hombres;Other cardiovascular and circulatory diseases;0,0724;-0,08959
Brasil;40 a 50 años;Hombres;Chronic obstructive pulmonary disease;0,0182;0,10145
Brasil;40 a 50 años;Hombres;Pneumoconiosis;0,03439;-0,17078
Brasil;40 a 50 años;Hombres;Asthma;0,0623;-0,11747
Brasil;40 a 50 años;Hombres;Interstitial lung disease and pulmonary sarcoidosis;0,00946;0,17718
Brasil;40 a 50 años;Hombres;Other chronic respiratory diseases;0,08012;-0,12923
Brasil;40 a 50 años;Hombres;Cirrhosis and other chronic liver diseases;0,02661;-0,09176
Brasil;40 a 50 años;Hombres;Appendicitis;0,13172;-0,07915
Brasil;40 a 50 años;Hombres;Paralytic ileus and intestinal obstruction;0,12111;0,17985
Brasil;40 a 50 años;Hombres;Inguinal, femoral, and abdominal hernia;0,0051;0,08421
Brasil;40 a 50 años;Hombres;Inflammatory bowel disease;0,1003;0,15138
